start,end,outdated,outdated,outdated,team_code,drain_number,location,lat,long,alt,accuracy,date_time,record_consent,use_consent,outdated,name_occupation,lived_years,flood_history,outdated,outdated,outdated,flood_height,flood_level_pic,kobo_link,last_flooded,flood_clear,desiliting,desilting_other,last_cleaned,last_cleaned_other,maintenance,activities,public_health,specify,other _info,,audio,audio,audio,,,,,,,,,,,index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T10:53:25.782+0530:00,2026-07-04T11:04:13.672+0530:00,,,"Yes, I feel safe to conduct audit",A67,C100,12.97700024 77.63013410 893.5899466798 22.141,12.97700024,77.6301341,893.5899467,22.141,2026-07-04T10:30:00.000+0530:00,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Hot Chips vendor,30,No,,,,Do not know,,,The drains connecting to C100 flood when rains,Not long ,Other (please specify),Last one was done over a year ago. No frequency. People in the surrounding areas are tired of the smell and dirt,Other (please specify),More than a year ago,Do not know,Parking and garbage dumping ,Do not know,,There are sections of the fence fallen and residents are concerned ,OK,,,,801876401,3663715b-772b-472b-8a07-856022d382ee,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:3663715b-772b-472b-8a07-856022d382ee,11,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-07-24,,,"Yes, I feel safe to conduct audit",A65,C100,12.97793074 77.62852734 892.0704795882 36.052,12.97793074,77.62852734,892.0704796,36.052,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,,20,Yes,,,,More than 10 inches,1783142508723.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026616/attachments/att6MHJ6p9A2NTvxQuouDEFz/,Last month,4,Do not know,,Do not know,,GBA (Previously known as BBMP) Ward Office,Tempo stand and parking garbage throwing at night reccess Waste from house moving out Tempo stand people protest garbage thrpwimg But people still throw waste People urinate when tempo people are not rhere,Yes (please specify),Typhoid due to sleeping in tempo neae the sewage wall,Maintaine bbmp comes to clean onlh when its severe else they dont its daily nucance Flooding is normal Health issues to thphyoid,OK,,,,802026616,a430c24f-3830-4f64-8e14-744273c789a0,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:328a5103-1635-4d39-84ca-7024c0deb735,12,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T11:12:23.714+0530:00,2026-07-04T11:24:02.646+0530:00,,,"Yes, I feel safe to conduct audit",A64,C100,12.97689931 77.63090344 893.2954176741 14.961,12.97689931,77.63090344,893.2954177,14.961,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous ,39,Yes,,,,6-10 inches,1783144241967.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026622/attachments/attueYHaKxz3Y23FiTtt7hQU/,2 momths beofre ,1 day ,,,Last month,,GBA (Previously known as BBMP) Ward Office,Parking Throwing garbage No urination here ,Yes (please specify),Mosquitoes Housefly Headache Typhoid ,Main mosquoties Headache due to smell Drainage is getting clogged bexause there is vegetabke market alongaide When it gers blvoked water flowa upwards on the road ,OK,,,,802026622,7213bd9d-88a5-49da-891a-28afae883185,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7213bd9d-88a5-49da-891a-28afae883185,13,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T11:40:21.440+0530:00,2026-07-04T11:44:24.967+0530:00,,,"Yes, I feel safe to conduct audit",A65,C100,12.97494201 77.63260477 0.0000000000 28.976,12.97494201,77.63260477,0,28.976,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Annonymous ,188,Yes,,,,6-10 inches,1783145546540.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026623/attachments/att4zHAp8fipsorBvoum3c7X/,20,1 hour ,,,Last month,,No one,Parking garbage ,No,,,OK,,,,802026623,bf5fe2f6-8722-4529-aed9-c69dd70a0b09,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:bf5fe2f6-8722-4529-aed9-c69dd70a0b09,14,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-07-24,,,"Yes, I feel safe to conduct audit",A65,C100,12.97762618 77.62903024 891.5486166589 18.631,12.97762618,77.62903024,891.5486167,18.631,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anoymous,30,Yes,,,,More than 10 inches,1783143107676.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026627/attachments/attkMoF7tBwJDuRvss3jETRU/,20,[-2,,,Last month,,GBA (Previously known as BBMP) Ward Office,Parking Throwing garbage Urinating,Yes (please specify),Mosquitoes Dogs Fever Thphyoid to him and his brother twice,Regular flooding Marappa road fully floods Since 10 years the same issue Sewage wTer mixes with the rain water People sleep in the vehicles parked across the sewage wall so they arw more prone to the health impacts due to mosquitoes Foul smell is there but thwy arw used to it No one has come to kill mosquotoes and put a spary for it el,OK,,,,802026627,25102586-7161-4ad0-aa7a-16a7cca99e23,2026-07-04,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:e20eac43-c7cd-469a-9f5f-a7a74453cfaa,15,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-04T11:29:22.364+0530:00,2026-07-04T11:32:35.558+0530:00,,,"Yes, I feel safe to conduct audit",A65,C100,12.97667557 77.63096974 892.8477720321 12.641,12.97667557,77.63096974,892.847772,12.641,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous,45,Yes,,,,More than 10 inches,1783144830982.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026628/attachments/attPAGFrszCKi4UuiwgPJzGw/,20 days ,Half n hour ,,,Last month,,No one,,Yes (please specify),Mosquitoes Smell bad ezpwrince ,,OK,,,,802026628,a7df4327-65e4-4e53-b525-21db9649a2eb,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:a7df4327-65e4-4e53-b525-21db9649a2eb,16,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-08-21,,,"Yes, I feel safe to conduct audit",A65,C100,12.97005249 77.63429496 890.2284738278 54.910,12.97005249,77.63429496,890.2284738,54.91,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,30,38,Yes,,,,More than 10 inches,1783147910517.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/802026631/attachments/att4RrPcgdvQ3ePLT97hAiyW/,30 days,Samw day aftee the rain stops,,,Last month,,No one,,,,,OK,,,,802026631,21ee88b7-c3c0-45dd-b9ff-41dab7cba57a,2026-07-04,On Hold,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:9f77c206-dbeb-4842-b985-c54be9a5a928,17,C100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A70,K200,12.9162058 77.6294495 812.7999877929688 14.115,12.9162058,77.6294495,812.7999878,14.115,2026-07-11,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,"Anonymous, security guard ",10,Yes,,,,More than 10 inches,1783746954355.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808028466/attachments/attSsGJgGXxYiQGZmMd33JRg/,5 years back,Full day,Other (please specify),They cleaned it when they built the wall ,Other (please specify),Not seen anyone clean ,GBA (Previously known as BBMP) Ward Office,"Urine, dumping packaging by Swiggy ppl. 
They ve planted plants by the apartment manager but it's gone. Despite parking tape. ",Yes (please specify),Mosquito issues. ,,OK,1783747339302.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808028466/attachments/attZyyQrjaWqX7MKq7mYW4z4/,,808028466,dc403d90-086c-4a69-b02f-ba920f7c380c,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:dc403d90-086c-4a69-b02f-ba920f7c380c,18,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A68,K200,12.9162673 77.6321131 811.7999877929688 4.2,12.9162673,77.6321131,811.7999878,4.2,2026-07-11,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,"Anonymous,Security guard",1,Do not know,,,,Does not flood,,,NA,NA,Do not know,,Do not know,,Do not know,"Garbage throwing, parking ",No,,NA,OK,,,,808046706,a98268fd-6674-490c-a11d-4fc29255d555,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:a98268fd-6674-490c-a11d-4fc29255d555,19,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A68,k200,12.9165109 77.6284938 818.3999633789062 4.45,12.9165109,77.6284938,818.3999634,4.45,2026-07-11,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Anonymous,1,No,,,,Does not flood,,,No,NA,Do not know,,Do not know,,GBA (Previously known as BBMP) Ward Office,Nothing,No,,"No flooding,",OK,,,,808047279,d9ff4816-3aa1-4ed8-98c3-68bfe3f0d07f,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:d9ff4816-3aa1-4ed8-98c3-68bfe3f0d07f,20,k200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A69,K200,12.9166993 77.6273439 812.5999755859375 14.026,12.9166993,77.6273439,812.5999756,14.026,2026-07-11,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,"Riyaz, hotel reception ",2,No,,,,Does not flood,,,None ,None ,Do not know,,Do not know,,Do not know,Empty,No,,Strong smell,OK,,,,808047997,286e786b-8fb3-4037-b665-1a1fe0d0d74e,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:286e786b-8fb3-4037-b665-1a1fe0d0d74e,21,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A69,K200,12.9161606 77.6308715 808.5 11.01,12.9161606,77.6308715,808.5,11.01,2026-07-11,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",No,,Dr kamali,2,No,,,,Does not flood,,,,,Other (please specify),no disilting,Do not know,,No one,Garbage,No,,,OK,1783746538309.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808048022/attachments/attmNhjHvZFHbGmCtvymhAET/,,808048022,e656105f-f4c6-4f9c-9743-2d283245f324,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:e656105f-f4c6-4f9c-9743-2d283245f324,22,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A69,K200,12.916141 77.62942 812.8999633789062 10.704,12.916141,77.62942,812.8999634,10.704,2026-07-11,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Sribas - security guard,15,No,,,,Does not flood,,,,,Do not know,,Do not know,,GBA (Previously known as BBMP) Ward Office,Throw garbage park vehicles,No,,,OK,1783747106177.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808048037/attachments/att3DTdQPdeQNiNzdXLbNq2i/,,808048037,b3df69f5-b46d-4671-b2e3-0aaa80666ade,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:b3df69f5-b46d-4671-b2e3-0aaa80666ade,23,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A69,K200,12.9172716 77.6248644 812.0 4.906,12.9172716,77.6248644,812,4.906,2026-07-11,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Rajesh,4,Yes,,,,More than 10 inches,1783748879045.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808048232/attachments/att7Jdg5Y36bL9NUPQ6UyzBi/,June,3 hours,Other (please specify),Last 6 year,Other (please specify),6 years,GBA (Previously known as BBMP) Ward Office,"IT companies, IPS colony",Yes (please specify),Dengue,"Manhole is right in the middle of road, so flooding authorities will take out manhole which will cause traffic jam",OK,1783749101923.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808048232/attachments/attwnERC9DGNmNNeJyh9e3DM/,,808048232,98c890df-c91a-43dd-9098-17f54d2e1754,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:98c890df-c91a-43dd-9098-17f54d2e1754,24,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-11,2026-07-11,,,"Yes, I feel safe to conduct audit",A70,K200,12.9177534 77.624236 812.0 28.57,12.9177534,77.624236,812,28.57,2026-07-11,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,"Sumit, security guard",2,No,,,,Does not flood,,,Na,Na,Other (please specify),No treatment seen by interviewee,More than 6 months,,No one,Construction,Yes (please specify),"Mosquitoes presence
Headache
Night fever occurences",,OK,1783749826594.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/808050387/attachments/attVmt8nUZwQnMC3xNsPmWNj/,,808050387,52b1db35-9b09-40f5-8c3d-3a5e78c72f4b,2026-07-11,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:52b1db35-9b09-40f5-8c3d-3a5e78c72f4b,25,K200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,2026-07-18,,,"Yes, I feel safe to conduct audit",A72,V200,12.9938843 77.5233034 781.2000122070312 4.417,12.9938843,77.5233034,781.2000122,4.417,2026-07-18,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous,33,Yes,,,,6-10 inches,1784352010320.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589741/attachments/attc4UFQtTZzAm5Bax6qfTGH/,10 years,1 hour,Every 6 months,,Last month,,Do not know,Parking,Yes (please specify),"Smell, but no evidence of disease ",Rainwater floods till waist height in the nearby upstream street.,OK,1784352406139.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589741/attachments/atteXGdJHdUutxc2MAVP7sRD/,,814589741,965aca66-66a3-4f56-9850-87c5f8a05b33,2026-07-18,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:965aca66-66a3-4f56-9850-87c5f8a05b33,26,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,2026-07-18,,,"Yes, I feel safe to conduct audit",A72,V200,12.9921435 77.5224728 780.2999877929688 4.886,12.9921435,77.5224728,780.2999878,4.886,2026-07-18,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,"Srinath, Integrated technical solutions pvt ltd",10,Yes,,,,More than 10 inches,1784354040222.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589760/attachments/attgwCQEHSzjs2Mfn6yunDZy/,2 years ago,6 hours,Do not know,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,Parking  throwing garbage,Yes (please specify),"Smell, mosquitos, occasional","5 times flooded(5 feet) in the last 15 years. Floodwaters stay at least 2 days. One month gets really difficult to stay after flooding due to rehabilitation. Drains leading to the SWD are not closed off leading to mosquitoes. Legislators, perhaps MLAs, visit occasionally, especially during floods. People who bought the properties Adjacent to SWD weren't informed of the risks 15 years ago.",OK,1784354703051.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589760/attachments/attAC4FAY8KAkuoirRaohfLF/,,814589760,c8771655-f253-459d-94b5-673b23f29268,2026-07-18,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:c8771655-f253-459d-94b5-673b23f29268,27,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,2026-07-18,,,"Yes, I feel safe to conduct audit",A72,V200,12.9906067 77.5213128 774.772236872182 4.93,12.9906067,77.5213128,774.7722369,4.93,2026-07-18,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous,6,Yes,,,,More than 10 inches,1784355946814.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589785/attachments/attFKo3S9jMx7pWkDt5E66cp/,2 years ago,3 hours,Other (please specify),Once in 2 years,More than 6 months,,Do not know,Throw garbage,No,,No comments ,OK,1784356102820.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/814589785/attachments/attAhMBPQcEXJMFLsay9Ep8X/,,814589785,dc99825f-8a6b-4a74-bf2b-12b7ff57d481,2026-07-18,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:dc99825f-8a6b-4a74-bf2b-12b7ff57d481,28,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18,2026-07-18,,,"Yes, I feel safe to conduct audit",A71,V200,12.9886617 77.5205725 775.6779014747856 8.509,12.9886617,77.5205725,775.6779015,8.509,2026-07-18,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,,,,,,,More than 10 inches,,,Last monsoon ,,Do not know,,Do not know,,Do not know,,No,,,OK,1784356169805.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/815639967/attachments/attB3mfpzMZXAuKF33fSiHzv/,,815639967,0d3a1ae4-20ff-4576-b6c9-1e6ef6019f17,2026-07-20,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:0d3a1ae4-20ff-4576-b6c9-1e6ef6019f17,29,V200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9304334 77.5637704 821.2000122070312 4.935,12.9304334,77.5637704,821.2000122,4.935,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Rajanna,1,No,,,,Does not flood,,,No flooding,No flooding,Every 6 months,,Last month,,GBA (Previously known as BBMP) Ward Office,"Park vehicles,throw garbage",Yes (please specify),Lot of smell,No other,OK,1784955965027.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821110053/attachments/att8aXhfSx7Wj9SnDY9BrwZh/,,821110053,fa877ca2-b0f7-4813-bcb1-492301865206,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:fa877ca2-b0f7-4813-bcb1-492301865206,30,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9301989 77.56472 822.2999877929688 4.943,12.9301989,77.56472,822.2999878,4.943,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,,,Do not know,,,,6-10 inches,,,"No able to see
",Not able to see,Do not know,,Do not know,,GBA (Previously known as BBMP) Ward Office,,Yes (please specify),"Smells bad
",,OK,,,,821115223,85df2e64-79e1-46ac-8563-4514e59510f0,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:85df2e64-79e1-46ac-8563-4514e59510f0,31,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9302798 77.5649002 822.5999755859375 4.941,12.9302798,77.5649002,822.5999756,4.941,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Suresh,1,No,,,,Does not flood,,,It's not actually flooding due to the Swd it's because of the roads when it rains,,Do not know,,Last month,,GBA (Previously known as BBMP) Ward Office,Parking vehicles ,Yes (please specify),Lot of smell,Nothing,OK,,,,821120690,07a684c1-2bdc-4a19-98ca-32b2723959fa,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:07a684c1-2bdc-4a19-98ca-32b2723959fa,32,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9300402 77.5654236 824.5999755859375 4.208,12.9300402,77.5654236,824.5999756,4.208,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Anonymous ,2,No,,,,Does not flood,,,No instance,No flooding ,Do not know,,Last month,,GBA (Previously known as BBMP) Ward Office,Vehicle parking,No,,No,OK,,,,821121488,302121a3-63b7-405d-b2eb-16ccd683e57f,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:302121a3-63b7-405d-b2eb-16ccd683e57f,33,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9298608 77.5665967 824.5 4.883,12.9298608,77.5665967,824.5,4.883,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Nagesh,3,No,,,,Does not flood,,,No flooding ,No flooding ,Do not know,,Last month,,GBA (Previously known as BBMP) Ward Office,Park vehicles and throw garbage,Do not know,,No,OK,,,,821127075,55e17ddc-09b4-45b2-b732-10716f09c2dd,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:55e17ddc-09b4-45b2-b732-10716f09c2dd,34,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.9298128 77.568048 826.5 4.961,12.9298128,77.568048,826.5,4.961,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Anonymous ,2,No,,,,Does not flood,,,No flooding ,No flooding ,Do not know,,2-6 months back,,Do not know,Vehicle parking and shops,Yes (please specify),A lot of smell compared to other places and the surrounding is not clean ,No,OK,,,,821131128,ffd559a4-b55b-4d62-9243-a20ceff66bdd,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:ffd559a4-b55b-4d62-9243-a20ceff66bdd,35,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9230691 77.5399496 774.0999755859375 13.76,12.9230691,77.5399496,774.0999756,13.76,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,I forgot to ask,8,Yes,,,,More than 10 inches,,,3-4 years ago,6 months,Other (please specify),Very rarely actually the interviewee mentioned it never happens,Do not know,,Do not know,"Nothing 
No works have been carried out",No,,Halted life of people for about 4 to 6 months ,OK,1784959504854.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821133037/attachments/attMA7gEDNTF4VvtRdSbkYXk/,,821133037,cb1144e0-8730-4d18-ad06-95e5817c1164,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:cb1144e0-8730-4d18-ad06-95e5817c1164,36,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"No, I do not feel safe. I will stop the audit at this point ",A81,V302,12.929847 77.5694911 826.5999755859375 4.783,12.929847,77.5694911,826.5999756,4.783,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Shahid ,2,No,,,,Does not flood,,,No instance ,,Every 6 months,,Last month,,GBA (Previously known as BBMP) Ward Office,Lot of garbage and people have built their shops on the sewage and beside the sewage,Do not know,,A lot of waste is thrown in the sewage so it does affect the prople,OK,,,,821135461,56fefa08-ebb0-411b-8916-5454a062f103,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:56fefa08-ebb0-411b-8916-5454a062f103,37,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A73,H300,13.0387405 77.6273832 810.2999877929688 4.642,13.0387405,77.6273832,810.2999878,4.642,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Anonymous,5,No,,,,Does not flood,,,NA,Na,Do not know,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Garden,No,,"Fixed after fixing the retaining wall ~2 years back. Also, sewage trucks reportedly dump sewage water here",OK,,,,821137365,233a352a-d386-405d-8260-8f81d54c3711,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:233a352a-d386-405d-8260-8f81d54c3711,38,H300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9239842 77.5400893 773.2000122070312 15.532,12.9239842,77.5400893,773.2000122,15.532,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous ,,Yes,,,,More than 10 inches,1784960340342.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821138877/attachments/attFPZzqrPsAX99kkiyM9Evo/,3-4 years ago,4-6 months ,Do not know,,Do not know,,Do not know,"Nothing really, the interviewer said they never really do any work",No,,Noo,OK,,,,821138877,796a07c0-ce7d-4a7f-afc1-4659d5620552,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:796a07c0-ce7d-4a7f-afc1-4659d5620552,39,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
