_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
143,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9876783 77.6011133 836.3999633789062 4.9,12.9876783,77.6011133,836.3999634,4.9,2026/02/19 10:19:00+0530,,Broken in some places,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771476653242.jpg,,1771476670896.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771476758916.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677746844/attachments/atti3HMFbWn3evuKjYTUvGmA/,No,0,1771476867812.jpg,,,No,,,Yes,1771476945357.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677746844/attachments/attka339gPXUzcyKNSkidEjd/,Cannot see,,,OK,677746844,3269fd05-28b2-4b94-8cd3-58a7b177ed4e,23-02-2026 05:05,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:3269fd05-28b2-4b94-8cd3-58a7b177ed4e,C100,,MCC,Central,Koramangala Challaghatta Valley
144,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9877657 77.5998935 839.7000122070312 2.25,12.9877657,77.5998935,839.7000122,2.25,2026/02/19 10:37:00+0530,,Broken in some places,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771477697917.jpg,,1771477715248.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771477792057.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677746983/attachments/attVuUtERsp79RCVkFrLhUg3/,No,0,,,,Yes,1771477837092.jpg,,Yes,1771477847833.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677746983/attachments/attNWQxJqtj4SE8mRoQBSfxG/,Yes,1771477874352.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677746983/attachments/attaDFUoEK6v5wQhHUcsZTfd/,OK,677746983,d4efb0fe-1a5a-4e5d-ac0f-bdaa9ca91555,23-02-2026 05:05,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:d4efb0fe-1a5a-4e5d-ac0f-bdaa9ca91555,C100,,MCC,Central,Koramangala Challaghatta Valley
145,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9880508 77.5992164 840.8999633789062 2.85,12.9880508,77.5992164,840.8999634,2.85,2026/02/19 10:45:00+0530,,Retaining wall does not exist,2,"Yes, covered only on sides",Solid Stone Masonry (SSM),1771478178921.jpg,,1771478188274.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771478246390.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747178/attachments/attYi8YdCzkDGKHqvFaFFgn5/,Yes,1,177147831.jpg,,,Yes,1771478269395.jpg,,No,,,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747178/attachments/attxXwdenNYy7tHT4GipbrYN/,OK,677747178,15066cca-6adc-4ffb-81ff-dad542ae6e0d,23-02-2026 05:05,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:15066cca-6adc-4ffb-81ff-dad542ae6e0d,C100,,MCC,Central,Koramangala Challaghatta Valley
146,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.988164 77.5986853 840.8999633789062 3.78,12.988164,77.5986853,840.8999634,3.78,2026/02/19 10:53:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771478643117.jpg,,1771478658502.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771478699996.jpg,,No,,,Yes,1771478736364.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747515/attachments/attbd9LHKQwV24aNbgbcXmTs/,OK,677747515,2bfc6cd9-ac48-4766-9ee2-8ce92466c7de,23-02-2026 05:06,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:2bfc6cd9-ac48-4766-9ee2-8ce92466c7de,C100,,MCC,Central,Koramangala Challaghatta Valley
147,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9885827 77.5980117 841.8999633789062 3.45,12.9885827,77.5980117,841.8999634,3.45,2026/02/19 10:58:00+0530,,Retaining wall intact throughout the stretch,0,There is no fence ,"Both, SSM and RCC",1771478938464.jpg,,1771478958415.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771478998886.jpg,,No,,,Yes,1771479016487.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747670/attachments/att6Ee2X6ogrx4mgLs7wzYD6/,OK,677747670,777b7cfe-e34f-4807-9b74-1ecc2f820bdb,23-02-2026 05:06,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:777b7cfe-e34f-4807-9b74-1ecc2f820bdb,C100,,MCC,Central,Koramangala Challaghatta Valley
148,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9892507 77.5974974 838.0 2.583,12.9892507,77.5974974,838,2.583,2026/02/19 11:03:00+0530,,Retaining wall intact throughout the stretch,2,There is no fence ,Reinforced Cement Concrete (RCC),1771479236030.jpg,,1771479243288.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Safe to walk (clear path),1771479292695.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747788/attachments/atto7TnsXxXb7vH3UjW8FDcz/,No,0,,,,Yes,1771479324085.jpg,,Yes,1771479334889.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747788/attachments/att4DaNDpEtdBKJwp4myJPNz/,Yes,1771479348562.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677747788/attachments/att6nzBpWD6wMCthKF5k4dYj/,OK,677747788,1cfe1b3b-40d5-44f6-a912-b67e3ec044ce,23-02-2026 05:06,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:1cfe1b3b-40d5-44f6-a912-b67e3ec044ce,C100,,MCC,Central,Koramangala Challaghatta Valley
149,19-02-2026,19-02-2026,,,"Yes, I feel safe to conduct the audit",A12,Right hand side (RHS),12.9893353 77.5974002 838.0 3.6,12.9893353,77.5974002,838,3.6,2026/02/19 11:12:00+0530,,Retaining wall intact throughout the stretch,1,There is no fence ,Reinforced Cement Concrete (RCC),1771479801448.jpg,,1771479808478.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771479849031.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677748211/attachments/attampTwoUnukWdNVaNVuRS8/,No,0,,,,No,,,No,,,Yes,1771479882230.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677748211/attachments/attew7wdHVV5DUqScTrC9fdR/,OK,677748211,0264a305-518d-4093-9f2b-ba5fa126d6d6,23-02-2026 05:07,no,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:0264a305-518d-4093-9f2b-ba5fa126d6d6,C100,,MCC,Central,Koramangala Challaghatta Valley
150,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Right hand side (RHS),12.9856072 77.6100712 828.7999877929688 3.874,12.9856072,77.6100712,828.7999878,3.874,2026/02/23 09:40:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771820143958.jpg,,1771820172635.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771820233901.jpg,,Yes,1771820250481.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677760806/attachments/attQiMoCdD3gxviWZuB5RwQS/,Cannot see,,,OK,677760806,4ce258cc-6ef7-49b8-86ec-03780831bdb1,23-02-2026 05:31,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:4ce258cc-6ef7-49b8-86ec-03780831bdb1,,,MCC,Central,Koramangala Challaghatta Valley
151,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Left hand side (LHS),12.9857605 77.6091651 830.2999877929688 4.813,12.9857605,77.6091651,830.2999878,4.813,2026/02/23 10:15:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771822002670.jpg,,1771822036543.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1771822101318.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677760874/attachments/attc7TqyQd3NWvNiFSMCrxYw/,No,0,,,,Yes,1771822136963.jpg,,Yes,1771822152826.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677760874/attachments/attUBNyoM2v3TcscAvdTYJtG/,Cannot see,,,OK,677760874,80683bbc-113d-433a-ab74-15650d8f8032,23-02-2026 05:31,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:80683bbc-113d-433a-ab74-15650d8f8032,,,MCC,Central,Koramangala Challaghatta Valley
152,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Left hand side (LHS),12.9859593 77.6086988 846.5999755859375 4.849,12.9859593,77.6086988,846.5999756,4.849,2026/02/23 10:27:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered only on sides","Both, SSM and RCC",1771822706299.jpg,,1771822713990.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Obstructed path (solid waste),1771822751775.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677760941/attachments/attN68vpCfcMEMYg4MfrzHPw/,No,0,,,,Yes,1771822773073.jpg,,Yes,1771822781068.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677760941/attachments/attJtvvZ7xJhW68BFUZFcp8b/,Cannot see,,,OK,677760941,acbccbab-6386-47b8-9d8c-fbe891d03fdd,23-02-2026 05:31,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:acbccbab-6386-47b8-9d8c-fbe891d03fdd,,,MCC,Central,Koramangala Challaghatta Valley
153,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Right hand side (RHS),12.9862772 77.6083754 830.7000122070312 4.483,12.9862772,77.6083754,830.7000122,4.483,2026/02/23 10:38:00+0530,,Retaining wall intact throughout the stretch,2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771823336609.jpg,,1771823346010.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1771823391349.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761011/attachments/attwXKC4aBPayAqd94YKAKcM/,No,0,,,,No,,,Yes,1771823436045.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761011/attachments/attRxyZS7sjtxHmx4qDRsKiW/,Cannot see,,,OK,677761011,3f6b7a1d-940f-4f77-83ce-7a7a961c5f35,23-02-2026 05:32,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:3f6b7a1d-940f-4f77-83ce-7a7a961c5f35,,,MCC,Central,Koramangala Challaghatta Valley
154,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Left hand side (LHS),12.9864599 77.6084016 830.7999877929688 10.608,12.9864599,77.6084016,830.7999878,10.608,2026/02/23 10:44:00+0530,,Retaining wall does not exist,0,There is no fence ,Not applicable,,,1771823692027.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771823714460.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761065/attachments/attus4xdeQ8h7uiobGcJXVs7/,No,0,,,,No,,,Yes,1771823742620.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761065/attachments/attXvmoFJF9xpjzUsFoLgnm2/,Cannot see,,,OK,677761065,8d2b5b32-15fc-41f3-b5e3-22de6caf99bc,23-02-2026 05:32,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:8d2b5b32-15fc-41f3-b5e3-22de6caf99bc,,,MCC,Central,Koramangala Challaghatta Valley
155,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Right hand side (RHS),12.9857109 77.6091674 830.2999877929688 4.323,12.9857109,77.6091674,830.2999878,4.323,2026/02/23 10:50:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771824091817.jpg,,1771824097450.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Obstructed path (parking),1771824120137.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761095/attachments/attzQfHz3jaoEQVJSfiEGfCB/,No,0,,,,No,,,Yes,1771824151268.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761095/attachments/att5rYhhen8LJKc78Mr5Gjwq/,Yes,1771824158879.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677761095/attachments/att9YXhGfefds42C2X5QZsdD/,OK,677761095,d92ff6f4-932a-437a-a11e-de221457d831,23-02-2026 05:32,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:d92ff6f4-932a-437a-a11e-de221457d831,,,MCC,Central,Koramangala Challaghatta Valley
156,23-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A15,Left hand side (LHS),12.9855604 77.6098834 828.7999877929688 4.43,12.9855604,77.6098834,828.7999878,4.43,2026/02/23 10:57:00+0530,,Retaining wall intact throughout the stretch,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771824502346.jpg,,1771824511910.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,677761200,1f208424-a153-47ae-8974-f09bed582e5f,23-02-2026 05:32,,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:1f208424-a153-47ae-8974-f09bed582e5f,,,MCC,Central,Koramangala Challaghatta Valley
157,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Left hand side (LHS),13.0317437 77.6253245 812.7999877929688 4.376,13.0317437,77.6253245,812.7999878,4.376,2026/02/21 11:10:00+0530,,Retaining wall intact throughout the stretch,5,There is no fence ,Reinforced Cement Concrete (RCC),1771652478663.jpg,,1771652497463.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771652554708.jpg,,Yes,1771652576136.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677765136/attachments/attddXG4Xu4pApX3hBejbucU/,No,,,OK,677765136,9a7680a3-a419-4628-b3e0-55a8ded0ed70,23-02-2026 05:39,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:9a7680a3-a419-4628-b3e0-55a8ded0ed70,H300,,Mod Foundation,North,Hebbal Nagawara Valley
158,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Left hand side (LHS),13.028084 77.6249247 804.852783203125 4.982,13.028084,77.6249247,804.8527832,4.982,2026/02/21 11:35:00+0530,,Retaining wall intact throughout the stretch,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771653963153.jpg,,1771653992054.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1771654022112.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677765460/attachments/att34cSddisbhpRsDjscm93q/,No,0,1771654090219.jpg,,,Yes,1771654135440.jpg,,Yes,,,No,,,OK,677765460,0160ae4c-8090-4bb0-9d36-c30dda5da55f,23-02-2026 05:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:0160ae4c-8090-4bb0-9d36-c30dda5da55f,H300,,Mod Foundation,North,Hebbal Nagawara Valley
159,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Right hand side (RHS),13.0256198 77.6257248 808.4110107421875 4.229,13.0256198,77.6257248,808.4110107,4.229,2026/02/21 11:53:00+0530,,Broken in some places,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771655030187.jpg,,1771655054275.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1771655086812.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677765581/attachments/attACLE2QF39fMKyLY4Rc8mM/,Yes,1,,,,Yes,1771655151869.jpg,,Yes,,,No,,,OK,677765581,bb94af81-07c9-4131-974e-5b21f3dcd201,23-02-2026 05:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:bb94af81-07c9-4131-974e-5b21f3dcd201,H300,,Mod Foundation,North,Hebbal Nagawara Valley
160,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A18,Right hand side (RHS),13.0238114 77.6264025 808.877685546875 4.982,13.0238114,77.6264025,808.8776855,4.982,2026/02/21 12:11:00+0530,,Retaining wall intact throughout the stretch,4,There is no fence ,Reinforced Cement Concrete (RCC),1771656123039.jpg,,1771656142067.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,No,,,OK,677765762,3f7d5bff-200a-4527-b93b-9eeece0cf544,23-02-2026 05:40,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:3f7d5bff-200a-4527-b93b-9eeece0cf544,H300,,Mod Foundation,North,Hebbal Nagawara Valley
161,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A20,Left hand side (LHS),13.0307602 77.6251009 813.0999755859375 3.955,13.0307602,77.6251009,813.0999756,3.955,2026/02/21 10:49:00+0530,,Broken in some places,1.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1771651384582.jpg,,1771651471195.jpg,,,"Vehicular, I can see vehicles on the bridge",Broken wall/fence,Obstructed path (solid waste),1771651582896.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/677976957/attachments/attAspQi9HzyvmPgaNRxVvRs/,Yes,2,1771651661250.jpg,,,Yes,1771651781652.jpg,,No,,,No,,,OK,677976957,c0827f7c-fabe-4211-922f-e6fb048d30d5,23-02-2026 09:47,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:c0827f7c-fabe-4211-922f-e6fb048d30d5,H300,,Mod Foundation,North,Hebbal Nagawara Valley
162,21-02-2026,23-02-2026,,,"Yes, I feel safe to conduct the audit",A20,Left hand side (LHS),13.0286408 77.6248032 814.7999877929688 3.928,13.0286408,77.6248032,814.7999878,3.928,2026/02/21 11:29:00+0530,,Retaining wall does not exist,,"Yes, covered only on sides",Not applicable,1771653697665.jpg,,1771653732439.jpg,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1771653849833.jpg,,No,,,No,,,OK,677977301,7a3cc38e-9577-40e1-89d1-5884f25f25ae,23-02-2026 09:48,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:7a3cc38e-9577-40e1-89d1-5884f25f25ae,H300,,Mod Foundation,North,Hebbal Nagawara Valley
163,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A14,Right hand side (RHS),12.9868246 77.6043082 833.5 5.695,12.9868246,77.6043082,833.5,5.695,2026/02/21 11:00:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1771652828508.jpg,,1771652842662.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1771652213685.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678044594/attachments/attb8V7pyQipJSijW478mc5V/,No,0,1771652341595.jpg,,,Yes,1771652896323.jpg,,Yes,1771652905111.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678044594/attachments/attHcCrh3h2aQZxJJiggSWTt/,No,,,OK,678044594,aeeadf3c-9973-4ff3-bcd6-b5bbc7c3f88c,23-02-2026 11:00,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:aeeadf3c-9973-4ff3-bcd6-b5bbc7c3f88c,C100,,MCC,Central,Koramangala Challaghatta Valley
164,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A14,Left hand side (LHS),12.9864908 77.6051681 833.5 4.612,12.9864908,77.6051681,833.5,4.612,2026/02/21 11:26:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1771653447923.jpg,,1771653458576.jpg,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1771653567716.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678044912/attachments/attgLg9ykpi2EuDkdE8v723j/,No,0,1771653587448.jpg,,,Yes,,,Yes,,,No,,,OK,678044912,24e28291-60e5-4e3a-b5af-1983b72d35b0,23-02-2026 11:01,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:24e28291-60e5-4e3a-b5af-1983b72d35b0,C100,,MCC,Central,Koramangala Challaghatta Valley
165,21-02-2026,21-02-2026,,,"Yes, I feel safe to conduct the audit",A14,Right hand side (RHS),12.9868045 77.6060648 831.8999633789062 6.215,12.9868045,77.6060648,831.8999634,6.215,2026/02/21 11:35:00+0530,,Retaining wall intact throughout the stretch,3,There is no fence ,Solid Stone Masonry (SSM),1771654018710.jpg,,,,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1771654081964.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678045265/attachments/attxwP5npUVGmGiLb6kHPgWV/,No,0,,,,No,,,Yes,1771654112285.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678045265/attachments/atttEJxJbVKP2gkJWPvmLrUA/,Yes,1771654160331.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/678045265/attachments/attxmFGKo53KWrqYF5PzkSua/,OK,678045265,3a3ede53-1865-4a86-8f6d-fd2cdbe8aa86,23-02-2026 11:01,yes,,submitted_via_web,,vJPQqaxfJYoZcmbGG5DBqs,,uuid:3a3ede53-1865-4a86-8f6d-fd2cdbe8aa86,C100,,MCC,Central,Koramangala Challaghatta Valley
166,26-02-2026,26-02-2026,,,"Yes, I feel safe to conduct the audit",A13,Right hand side (RHS),12.9867317 77.6032833 832.7999877929688 3.425,12.9867317,77.6032833,832.7999878,3.425,2026/02/26 10:27:00+0530,,Retaining wall intact throughout the stretch,6,There is no fence ,Reinforced Cement Concrete (RCC),1772082149316.jpg,,1772082198031.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1772082359946.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/680594032/attachments/attFwC7kkTX7QpfDK44W9cGy/,No,0,,,,Yes,1772082574727.jpg,,Yes,1772082610470.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/680594032/attachments/attRQhrW4ssNBfbe6Rp9GHb9/,No,,,OK,680594032,15188bc6-20d6-4e47-9f2d-478fc8a31a4e,26-02-2026 05:33,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:15188bc6-20d6-4e47-9f2d-478fc8a31a4e,C100,,MCC,Central,Koramangala Challaghatta Valley
167,26-02-2026,26-02-2026,,,"Yes, I feel safe to conduct the audit",A13,Right hand side (RHS),12.9863911 77.6028043 833.2000122070312 4.6,12.9863911,77.6028043,833.2000122,4.6,2026/02/26 10:43:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered on sides and top",Reinforced Cement Concrete (RCC),1772082901004.jpg,,1772082938594.jpg,,,"Pedestrian, I see only people walking on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1772083013468.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/680594127/attachments/att45FZhYN7gJfDVNuYDU9a9/,No,0,,,,Yes,1772083091780.jpg,,Yes,1772083102228.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/680594127/attachments/attFpdWhWMcvcRLktujjDBfM/,No,,,OK,680594127,30280363-4d07-45d4-a224-cc909f723079,26-02-2026 05:33,yes,,submitted_via_web,,v3tpAA3xLp479pfhqUuXwb,,uuid:30280363-4d07-45d4-a224-cc909f723079,C100,,MCC,Central,Koramangala Challaghatta Valley
